,taxon,lfc_MicrocompartmentPhyllosphere,lfc_MicrocompartmentRhizosphere,lfc_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,se_MicrocompartmentPhyllosphere,se_MicrocompartmentRhizosphere,se_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,W_MicrocompartmentPhyllosphere,W_MicrocompartmentRhizosphere,W_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,p_MicrocompartmentPhyllosphere,p_MicrocompartmentRhizosphere,p_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,q_MicrocompartmentPhyllosphere,q_MicrocompartmentRhizosphere,q_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,diff_MicrocompartmentPhyllosphere,diff_MicrocompartmentRhizosphere,diff_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentRhizosphere,passed_ss_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere
667,ASV2737,-0.263286598,0.122969408,0.386256006,0.344229282,0.364366816,0.346420228,-0.764858228,0.337487945,111.499.264.391.331,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
668,ASV2739,0.729661624,130.838.245.748.879,0.578720834,0.346567864,0.366376274,0.346360879,210.539.320.075.877,357.114.406.560.263,167.086.085.235.991,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
669,ASV2751,-0.335559227,0.275734343,0.61129357,0.34281996,0.363189314,0.350339946,-0.978820563,0.759202797,174.485.831.901.999,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
670,ASV2753,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
671,ASV2758,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
672,ASV2759,0.147891151,-0.557363274,-0.705254426,0.346746432,0.363920835,0.348455825,0.426510953,-153.155.087.655.118,-202.394.213.062.503,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
673,ASV2771,-0.535078465,0.20882264,0.743901106,0.345557478,0.364135157,0.347497314,-154.844.996.611.777,0.573475634,214.073.915.043.116,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
674,ASV2797,0.520047079,136.838.989.176.862,0.848342813,0.344229282,0.36392967,0.345960407,151.075.782.062.486,376.003.937.768.311,245.213.843.843.656,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
675,ASV2826,105.384.451.878.931,0.591281871,-0.462562648,0.342843247,0.361588583,0.346645057,307.383.775.931.737,16.352.337.933.358,-133.439.850.903.994,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
676,ASV2834,-0.043375906,0.51201334,0.555389246,0.3474275,0.366236142,0.347073161,-0.1248488,13.980.415.390.438,160.020.799.133.939,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
677,ASV2854,-151.455.819.096.555,-117.111.975.521.132,0.343438436,0.352951345,0.380124988,0.355036322,-429.112.458.288.939,-30.808.807.441.013,0.967333241,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
678,ASV2896,-119.044.404.835.722,-0.667542007,0.522902042,0.344670801,0.363920835,0.346390438,-345.385.813.287.272,-183.430.554.596.574,150.957.412.420.925,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
679,ASV2903,0.630256836,158.191.687.920.267,0.951660043,0.34430395,0.363920835,0.34602541,183.052.455.738.432,434.687.087.203.488,275.026.057.365.377,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
680,ASV2929,-0.020733824,0.505163748,0.525897572,0.344233158,0.363920835,0.34595497,-0.060231919,138.811.438.821.669,152.013.301.391.549,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
681,ASV2934,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
682,ASV2936,-149.551.858.452.043,-0.888190258,0.607328327,0.346567864,0.367399665,0.34744323,-431.522.579.241.878,-2.417.504.265.514,174.799.297.751.423,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
683,ASV2939,0.875943016,0.669946875,-0.205996142,0.346570178,0.366238433,0.346212904,25.274.621.744.181,182.926.425.451.946,-0.594998452,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
684,ASV2940,-0.61468848,0.439747525,105.443.600.461.979,0.344795824,0.363920835,0.346514841,-178.276.080.022.197,120.836.039.622.803,30.429.750.194.035,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
685,ASV2955,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
686,ASV2974,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
687,ASV2983,-0.342415512,-0.186929405,0.155486107,0.344651387,0.363920835,0.34637112,-0.993512649,-0.513654035,0.44890032,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
688,ASV2991,-0.321559696,0.52277902,0.844338716,0.344229282,0.364352048,0.346404696,-0.934143936,14.348.183.924.309,243.743.438.329.547,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
689,ASV2992,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
690,ASV3065,-147.402.761.027.885,0.147922754,162.195.036.451.702,0.346034912,0.363920835,0.347747803,-425.976.559.286.446,0.406469594,466.415.704.306.155,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
691,ASV3091,-0.028567769,0.199019164,0.227586934,0.344311478,0.363961529,0.345996617,-0.082970714,0.546813739,0.657772135,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
692,ASV3111,0.475598174,0.60049523,0.124897057,0.342371096,0.361588583,0.346178091,138.913.062.356.539,166.071.402.105.698,0.360788449,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
693,ASV3116,-326.752.160.433.242,-24.405.923.908.068,0.826929214,0.343828467,0.36191849,0.347962653,-950.334.809.535.015,-674.348.634.121.609,237.648.841.731.445,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
694,ASV3138,-0.199270861,-0.828406043,-0.629135182,0.346567864,0.366258383,0.346236173,-0.574983667,-226.180.773.372.929,-181.706.947.897.326,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
695,ASV3148,0.379767682,0.38970942,0.009941738,0.344246746,0.363920835,0.345968491,110.318.452.247.877,107.086.317.220.247,0.028735964,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
696,ASV3232,0.349430743,0.096927338,-0.252503406,0.34456393,0.365411907,0.347530225,101.412.455.894.555,0.265255006,-0.726565311,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
697,ASV3241,-0.109682864,-0.834302065,-0.724619201,0.345873461,0.365548669,0.349291112,-0.317118473,-228.232.827.777.395,-207.454.234.062.197,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
698,ASV3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
699,ASV3265,-0.09943461,0.19846616,0.29790077,0.340736463,0.359950654,0.346008295,-0.291822627,0.551370467,0.860964243,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
700,ASV3297,0.51285686,0.694760808,0.181903948,0.346305963,0.364515839,0.347489124,148.093.568.694.773,190.598.249.374.765,0.523480984,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
701,ASV3323,-0.638962367,-0.495179434,0.143782933,0.346669248,0.366436854,0.34633012,-184.314.694.848.635,-135.133.633.134.276,0.415161504,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
702,ASV3338,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
703,ASV3364,-0.394409375,0.148205054,0.542614428,0.341873775,0.362171667,0.346296107,-115.366.958.251.635,0.40921217,156.690.882.987.807,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
704,ASV3398,144.451.055.894.511,169.684.096.980.493,0.252330411,0.346692114,0.366236142,0.346337023,416.655.153.427.182,463.318.819.604.777,0.728568978,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
705,ASV3437,0.451575378,0.171509242,-0.280066136,0.343295057,0.363201784,0.346709518,131.541.473.943.426,0.472214758,-0.807783233,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
706,ASV3452,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
707,ASV3473,-105.504.912.637.334,-113.165.443.189.237,-0.076605306,0.347658167,0.36677629,0.346819481,-303.473.131.831.449,-308.540.781.291.125,-0.220879477,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
708,ASV3501,-0.638592698,0.042797157,0.681389856,0.344229282,0.364561204,0.346624682,-185.513.764.385.658,0.117393614,196.578.573.864.223,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
709,ASV3527,-160.885.291.845.135,-135.143.554.682.469,0.257417372,0.344229282,0.36401796,0.346053281,-467.378.286.730.417,-371.255.184.225.712,0.743866294,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
710,ASV3535,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
711,ASV3554,100.321.628.122.133,24.992.583.537.211,149.604.207.249.976,0.346567864,0.366236142,0.346212645,289.471.813.784.847,682.417.180.477.767,432.116.530.766.237,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
712,ASV3561,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
713,ASV3597,0.231099848,0.976506489,0.745406641,0.348774375,0.363920835,0.350473878,0.662605584,268.329.371.176.923,212.685.363.418.325,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
714,ASV3598,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
715,ASV3702,-0.891461907,-118.676.904.275.505,-0.295307135,0.346573866,0.366236142,0.346218654,-257.221.330.032.471,-324.044.764.251.523,-0.852949812,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
716,ASV3733,-0.92056127,-0.220113469,0.700447801,0.347729327,0.368531743,0.347557162,-264.735.010.136.815,-0.597271398,201.534.561.286.617,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
717,ASV3737,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
718,ASV3757,-231.712.953.263.827,-0.191529485,212.560.004.796.993,0.346567864,0.386578984,0.367665058,-668.593.304.497.272,-0.495447225,578.134.908.711.436,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
719,ASV3763,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
720,ASV3952,0.504037517,0.733490311,0.229452794,0.346567864,0.366236142,0.346212645,145.436.888.470.823,200.277.970.236.308,0.662751049,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
721,ASV3958,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
722,ASV3973,-0.130119134,0.421405439,0.551524573,0.345881426,0.367454521,0.348139882,-0.376195783,11.468.233.875.349,158.420.394.105.747,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
723,ASV3995,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
724,ASV4053,-0.376320913,-0.213250113,0.163070799,0.346567864,0.366236142,0.346212645,-108.585.057.028.287,-0.582274901,0.471013411,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
725,ASV4072,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
726,ASV4167,-0.326169125,-0.888159644,-0.561990519,0.348561464,0.366818823,0.34768683,-0.935757846,-24.212.488.218.496,-161.636.987.680.176,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
727,ASV4463,-0.766881995,154.784.757.389.542,231.472.956.885.665,0.34198092,0.362900984,0.347164332,-224.247.012.318.892,426.520.632.977.528,666.753.279.113.777,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
728,ASV4655,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
729,ASV4749,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
730,ASV4889,-0.775013425,0.16204118,0.937054605,0.339671145,0.362214374,0.348356668,-228.165.811.379.236,0.447362645,268.992.872.086.645,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
731,ASV4976,0.594024025,0.06974086,-0.524283165,0.346640071,0.366236142,0.346284927,17.136.623.120.642,0.190425936,-151.402.248.482.539,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
732,ASV5116,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
733,ASV5119,-0.395396288,-0.550002932,-0.154606644,0.341663855,0.359972536,0.347547217,-115.726.695.397.311,-152.790.248.435.646,-0.444850761,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
734,ASV5526,-0.616927014,0.59221339,12.091.404.040.425,0.346567864,0.366456218,0.346445442,-178.010.450.089.194,161.605.496.182.786,349.013.223.502.166,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
735,ASV6884,11.867.554.747.619,0.849348872,-0.337406603,0.346567864,0.36633062,0.346312586,342.430.905.706.796,231.853.092.915.542,-0.974283399,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
736,ASV7427,-143.163.565.354.897,-0.617647954,0.813987699,0.34796732,0.366236142,0.347613531,-411.428.192.416.719,-168.647.460.937.791,234.164.560.799.093,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
737,ASV7852,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
