taxon,structural_zero (Plant.condition = Diseased),structural_zero (Plant.condition = Healthy),structural_zero,lfc_(Intercept),lfc_Soil.originSoilB,lfc_Plant.conditionHealthy,se_(Intercept),se_Soil.originSoilB,se_Plant.conditionHealthy,W_(Intercept),W_Soil.originSoilB,W_Plant.conditionHealthy,p_(Intercept),p_Soil.originSoilB,p_Plant.conditionHealthy,q_(Intercept),q_Soil.originSoilB,q_Plant.conditionHealthy,diff_(Intercept),diff_Soil.originSoilB,diff_Plant.conditionHealthy,passed_ss_(Intercept),passed_ss_Soil.originSoilB,passed_ss_Plant.conditionHealthy,
111,ASV161,FALSE,FALSE,FALSE,0.440427122,-17.910.628.967.462,-0.253188841,0.164949798,0.234513481,0.211286681,267.006.766.176.461,-763.735.581.670.176,-119.831.898.454.379,0.03199655,0.000122423,0.269784979,1,0.277533429,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
112,ASV162,FALSE,FALSE,FALSE,-0.564928131,130.749.551.999.569,0.131356211,0.247524428,0.314604313,0.291964143,-228.231.264.380.558,415.599.998.508.485,0.449905285,0.071331491,0.008858364,0.671612976,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
113,ASV163,FALSE,FALSE,FALSE,0.213869809,-159.033.987.185.028,0.163002259,0.109885322,0.219751385,0.196631452,194.630.006.254.872,-723.699.589.863.645,0.828973481,0.092671201,0.000171852,0.434472094,1,0.389244914,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
114,ASV164,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,ASV165,FALSE,FALSE,FALSE,-0.119036086,-0.614887086,0.539136585,0.178034838,0.26406212,0.240933615,-0.668611196,-23.285.698.254.896,223.769.765.373.224,0.522564145,0.048269335,0.055624912,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
116,ASV166,FALSE,FALSE,FALSE,0.201031516,-0.696837384,-0.124619344,0.125174629,0.247394278,0.224175841,160.600.848.789.711,-281.670.777.051.137,-0.555899972,0.159395164,0.030485884,0.598381321,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
117,ASV170,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,ASV171,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
119,ASV172,FALSE,FALSE,FALSE,0.076080716,-0.255225061,-0.091959768,0.120875709,0.22952199,0.206313947,0.629412778,-111.198.522.398.968,-0.445727347,0.552275191,0.308703843,0.671426824,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
120,ASV173,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
121,ASV174,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
122,ASV177,FALSE,FALSE,FALSE,-0.217085327,0.434722627,-0.243924095,0.142822263,0.295015605,0.272167734,-151.996.839.612.756,147.355.807.258.612,-0.896227085,0.162839821,0.174694414,0.393471639,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
123,ASV179,FALSE,FALSE,FALSE,-154.363.060.035.878,180.137.186.063.606,0.11230109,0.137471087,0.285232094,0.262286269,-11.228.765.548.702,631.545.992.228.887,0.428162292,0.05654626,0.099973391,0.742457963,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
124,ASV182,FALSE,FALSE,FALSE,-0.323089035,0.404477336,0.294538393,0.14678998,0.232391392,0.209170755,-220.102.922.476.864,174.050.050.807.109,140.812.415.453.314,0.070002864,0.132418714,0.20874068,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
125,ASV183,FALSE,FALSE,FALSE,-0.403449999,0.295292873,0.124649768,0.151485823,0.313373669,0.2907202,-266.328.551.245.243,0.942302761,0.428761979,0.044707225,0.389302927,0.685940848,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
126,ASV185,FALSE,FALSE,FALSE,-0.258979864,-0.001106745,0.313774995,0.134068767,0.238161264,0.214929455,-193.169.423.324.276,-0.004647041,145.989.759.971.256,0.085440082,0.996393586,0.178324839,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
127,ASV186,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,ASV187,FALSE,FALSE,FALSE,0.172983018,-0.007882397,-0.31118185,0.139395852,0.289101588,0.266193818,124.094.810.597.121,-0.027265147,-116.900.479.470.894,0.30282068,0.979960559,0.326839894,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
129,ASV188,FALSE,FALSE,FALSE,-100.790.833.693.539,-147.208.806.489.407,209.590.069.779.999,0.12650633,0.263148749,0.240013734,-796.725.617.542.805,-559.412.906.535.795,873.241.987.355.823,0.004125216,0.011283406,0.003161803,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
130,ASV189,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131,ASV190,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
132,ASV191,FALSE,FALSE,FALSE,-0.291540157,0.441311544,0.383416667,0.145994874,0.264306254,0.241179513,-199.692.050.612.284,166.969.770.123.908,158.975.636.977.616,0.08600905,0.138907788,0.155914541,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
133,ASV193,FALSE,FALSE,FALSE,-0.144058054,0.921806464,-0.473058099,0.145343055,0.255935102,0.232754407,-0.991158837,360.171.955.751.878,-203.243.454.815.071,0.377713498,0.022723332,0.111902274,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
134,ASV194,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
135,ASV196,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
136,ASV197,FALSE,FALSE,FALSE,0.088327974,-0.488085554,-0.19635079,0.123360742,0.2423667,0.219136808,0.716013641,-201.383.092.151.469,-0.896019209,0.500886834,0.090672002,0.40475502,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
137,ASV198,FALSE,FALSE,FALSE,0.208125727,-134.152.138.463.974,-0.112381523,0.131411003,0.232325635,0.20910523,158.377.702.024.278,-577.431.493.786.046,-0.537440038,0.164334602,0.001178323,0.610301074,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
138,ASV199,FALSE,FALSE,FALSE,-0.236904171,-0.605109612,0.63542418,0.220735667,0.274905433,0.251864011,-107.324.826.547.599,-220.115.551.964.153,252.288.597.680.135,0.32441604,0.069990687,0.04511091,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
139,ASV200,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
140,ASV201,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
141,ASV203,FALSE,FALSE,FALSE,-0.367634145,0.325786807,0.559571412,0.147377707,0.25005359,0.226844674,-249.450.309.148.965,130.286.794.548.767,246.676.019.204.093,0.08813295,0.283606264,0.090323659,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
142,ASV204,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
143,ASV205,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
144,ASV207,FALSE,FALSE,FALSE,0.156429633,-0.617379358,-0.164156959,0.161272696,0.241074321,0.217843036,0.969969728,-256.095.031.125.229,-0.753556148,0.369521512,0.042853816,0.479631382,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
145,ASV209,FALSE,FALSE,FALSE,-104.096.095.356.671,159.948.829.457.261,0.467845832,0.251049396,0.310768687,0.288087136,-414.643.878.851.934,514.687.728.189.796,162.397.335.018.914,0.008940933,0.003624363,0.165309225,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
146,ASV211,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147,ASV214,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
148,ASV215,FALSE,FALSE,FALSE,-0.012132472,-0.156955112,0.006980694,0.136855268,0.241215176,0.21798401,-0.088651843,-0.650685062,0.032023881,0.931841609,0.536015337,0.975346975,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
149,ASV218,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
150,ASV219,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
151,ASV220,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
152,ASV221,FALSE,FALSE,FALSE,0.088919984,0.588907699,-0.404817415,0.113757673,0.236917938,0.213687089,0.781661422,248.570.329.475.441,-189.444.021.579.821,0.478092471,0.067795581,0.131076991,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
153,ASV222,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154,ASV223,FALSE,FALSE,FALSE,-0.382055057,0.733436548,-0.137911009,0.141057808,0.287315326,0.264389863,-270.849.987.940.264,255.272.337.555.165,-0.52161988,0.042351947,0.051096535,0.624208107,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
155,ASV224,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
156,ASV226,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
157,ASV228,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
158,ASV229,FALSE,FALSE,FALSE,0.21560161,0.447388008,-0.494365619,0.117427818,0.238909361,0.215677324,183.603.521.887.799,187.262.653.391.489,-229.215.389.760.265,0.125787372,0.120007897,0.070459488,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
159,ASV230,FALSE,FALSE,FALSE,-0.051327414,0.092054311,0.020439033,0.115136782,0.219013132,0.19590328,-0.445795107,0.420314117,0.104332264,0.669207202,0.686857811,0.919832116,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
160,ASV232,FALSE,FALSE,FALSE,-0.482104957,11.895.001.960.203,0.730807484,0.122167528,0.254155364,0.230965175,-394.626.105.779.325,468.020.888.931.207,316.414.578.064.686,0.05862394,0.042747035,0.087039257,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
161,ASV233,FALSE,FALSE,FALSE,0.91883592,-111.827.457.839.087,0.092092777,0.150602905,0.311602718,0.288930147,610.105.043.203.447,-35.887.831.318.348,0.318737169,0.008846498,0.037055026,0.770828214,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
162,ASV235,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,ASV241,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
164,ASV242,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
165,ASV243,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,ASV244,FALSE,FALSE,FALSE,0.129227495,-153.304.258.141.849,-0.022884304,0.1274809,0.235881087,0.212651619,101.370.083.920.542,-649.921.790.268.064,-0.107614062,0.357239045,0.001287357,0.918486675,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
167,ASV245,FALSE,FALSE,FALSE,-0.74540274,327.950.576.698.647,-0.062698609,0.116899562,0.243718651,0.220490929,-637.643.743.027.543,134.561.132.148.488,-0.28435913,0.099032773,0.047224013,0.823626828,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
168,ASV246,FALSE,FALSE,FALSE,-0.098512334,0.163923437,0.094422659,0.161200643,0.312092307,0.289425012,-0.611116258,0.525240235,0.326242222,0.567835184,0.621865984,0.757453662,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
169,ASV247,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
170,ASV248,FALSE,FALSE,FALSE,-0.021535353,0.33259981,-0.289687627,0.174706402,0.262024206,0.238881383,-0.123265965,126.934.764.932.761,-121.268.398.172.209,0.907842014,0.273145424,0.291971835,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
171,ASV249,FALSE,FALSE,FALSE,0.050053694,-0.020830301,-0.08922665,0.139267831,0.244659304,0.2214335,0.359406001,-0.085140032,-0.402950097,0.733971502,0.935454098,0.703636718,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
172,ASV250,FALSE,FALSE,FALSE,-0.085718484,0.346794569,-0.0370754,0.138858244,0.227958539,0.204759612,-0.617309292,152.130.545.365.439,-0.181067936,0.559713072,0.179002733,0.862275842,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
173,ASV253,FALSE,FALSE,FALSE,0.260766797,-175.044.886.094.789,-0.115092337,0.150271095,0.235700104,0.212470933,173.530.909.588.776,-742.659.350.600.349,-0.541685095,0.133372532,0.000306681,0.607548186,1,0.694020231,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
174,ASV254,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175,ASV255,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
176,ASV256,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
177,ASV257,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
178,ASV259,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
179,ASV260,FALSE,FALSE,FALSE,-0.087511427,-0.076871812,-0.014977921,0.112784376,0.21899924,0.195889583,-0.77591799,-0.351014056,-0.076461039,0.463201777,0.73590483,0.941191786,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
180,ASV261,FALSE,FALSE,FALSE,-209.187.322.336.757,213.016.784.076.844,0.473264506,0.117774902,0.245493448,0.222269615,-177.616.213.948.061,867.708.630.980.055,212.923.617.771.942,0.003154829,0.013022775,0.166998059,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
181,ASV262,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,ASV263,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
183,ASV264,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
184,ASV265,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,ASV266,FALSE,FALSE,FALSE,-0.123325699,0.769083252,-0.022237444,0.110484376,0.2271022,0.20390899,-111.622.750.753.807,338.650.726.817.488,-0.109055733,0.307022288,0.014738979,0.916714127,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
186,ASV267,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,ASV268,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
188,ASV269,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
189,ASV270,FALSE,FALSE,FALSE,-0.443153058,-0.342756793,0.616506382,0.222125293,0.296725799,0.273895573,-199.505.896.562.515,-115.512.973.463.731,225.088.114.706.348,0.116773646,0.312343228,0.087559689,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
190,ASV271,FALSE,FALSE,FALSE,-0.86478998,105.012.350.226.999,0.588188718,0.11373064,0.236914033,0.213683188,-760.384.343.164.449,443.250.865.863.604,275.262.047.276.427,0.004720309,0.021338484,0.070587065,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
191,ASV272,FALSE,FALSE,FALSE,-0.007590853,-0.557716745,0.13299854,0.110540456,0.218721897,0.195616176,-0.068670361,-254.988.984.369.494,0.67989541,0.947172442,0.038109736,0.518415772,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
192,ASV275,FALSE,FALSE,FALSE,0.26105603,-121.756.071.603.813,-0.300638891,0.156193983,0.237454513,0.214223158,167.135.778.207.704,-512.755.347.980.262,-140.339.117.779.601,0.145684354,0.002162179,0.210078237,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
193,ASV277,FALSE,FALSE,FALSE,-0.763416933,0.812644856,0.290631083,0.154838763,0.3200971,0.297516474,-493.039.932.730.836,253.874.481.955.532,0.976857109,0.007870596,0.064066275,0.383952107,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
194,ASV279,FALSE,FALSE,FALSE,-0.322237795,0.593383957,0.383982979,0.144658434,0.254890628,0.231704266,-222.757.696.514.079,232.799.441.287.804,165.721.151.850.114,0.061189251,0.052769511,0.141444364,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
195,ASV280,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
196,ASV281,FALSE,FALSE,FALSE,0.062074004,113.973.244.722.255,-0.906086075,0.224689596,0.374202857,0.352198117,0.276265592,304.576.094.606.706,-257.266.019.340.667,0.796030705,0.03818625,0.06180474,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
197,ASV282,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
198,ASV283,FALSE,FALSE,FALSE,-0.614411406,0.912185574,0.298526213,0.122427751,0.233384519,0.210160681,-501.856.321.307.104,390.850.934.944.136,142.046.653.195.159,0.007392845,0.017415745,0.228504057,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
199,ASV284,FALSE,FALSE,FALSE,-0.372631028,0.545380198,0.10071373,0.118129305,0.243505068,0.220276956,-315.443.342.754.351,223.970.779.638.052,0.457214098,0.08750765,0.154453366,0.692378024,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
200,ASV285,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
201,ASV286,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
202,ASV287,FALSE,FALSE,FALSE,0.236284229,-230.746.866.084.582,0.061236233,0.116036048,0.225750882,0.202567789,203.630.019.974.604,-1.022.130.517.642,0.302299954,0.087893555,5.11E+09,0.772628742,1,0.11613653,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
203,ASV288,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
204,ASV291,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
205,ASV292,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
206,ASV293,FALSE,FALSE,FALSE,0.078293723,0.665906628,-0.33106237,0.133186165,0.243333101,0.220104688,0.587851767,273.660.519.586.798,-150.411.321.720.405,0.597951143,0.071542137,0.229598869,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
207,ASV294,FALSE,FALSE,FALSE,0.190556359,-206.377.185.509.041,-0.004497256,0.108805293,0.222325799,0.199174865,175.135.192.950.246,-928.264.673.873.563,-0.022579437,0.130446439,8.84E+08,0.982717932,1,0.200498397,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
208,ASV295,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
209,ASV296,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
210,ASV297,FALSE,FALSE,FALSE,-0.438173682,0.998773216,-0.042041278,0.183011248,0.31123937,0.288562885,-239.424.453.891.122,320.901.952.957.183,-0.14569191,0.074822132,0.032619347,0.89121159,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
211,ASV298,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
212,ASV300,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,ASV301,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
214,ASV302,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
215,ASV303,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
216,ASV304,FALSE,FALSE,FALSE,-0.337277831,0.669520125,0.383608583,0.13853746,0.244919644,0.221694429,-243.456.052.158.215,273.363.178.461.203,173.034.832.578.537,0.045117589,0.029185232,0.127185481,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
217,ASV305,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
218,ASV306,FALSE,FALSE,FALSE,-0.024453575,-0.095482899,-0.011137166,0.124086783,0.22349569,0.200332666,-0.197068327,-0.42722479,-0.05559336,0.850280241,0.684122005,0.957470754,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
219,ASV307,FALSE,FALSE,FALSE,-157.013.793.299.432,-0.203913316,228.098.283.442.079,0.116421708,0.242749335,0.219519985,-134.866.423.018.254,-0.840015961,103.907.752.757.306,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
220,ASV308,FALSE,FALSE,FALSE,0.20094434,0.21301162,-0.521730486,0.11652675,0.242962439,0.219733416,172.444.815.870.671,0.876726548,-237.437.935.560.724,0.334547328,0.541756612,0.253766781,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
221,ASV309,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
222,ASV310,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,ASV311,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
224,ASV314,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,ASV316,FALSE,FALSE,FALSE,-0.124015054,0.116753444,-0.196976392,0.115001668,0.235766655,0.212537373,-107.837.613.881.648,0.495207619,-0.92678473,0.341555902,0.646423112,0.406495138,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
226,ASV317,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
227,ASV318,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
228,ASV319,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
229,ASV320,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
