"plant.b1"	"plant.b2"	"plant.b3"	"plant.b4"	"plant.d1"	"plant.d2"	"plant.d3"	"plant.d4"	"plant.f1"	"plant.f2"	"plant.f3"	"plant.f4"	"plant.k1"	"plant.k2"	"plant.k3"	"plant.k4"	"plant.m1"	"plant.m2"	"plant.m3"	"plant.m4"	"plant.p1"	"plant.p2"	"plant.p3"	"plant.p4"	"plant.r1"	"plant.r2"	"plant.r3"	"plant.r4"	"plant.s1"	"plant.s2"	"plant.s3"	"plant.s4"	"plant.t1"	"plant.t2"	"plant.t3"	"plant.t4"	"plant.v1"	"plant.v2"	"plant.v3"	"plant.v4"	"plant.x1"	"plant.x2"	"plant.x3"	"plant.x4"	"plant.y1"	"plant.y2"	"plant.y3"	"plant.y4"
"ASV2917"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	91	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2918"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	42	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
"ASV2919"	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0
"ASV2920"	46	0	14	0	0	0	0	0	0	0	0	0	46	0	0	55	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
"ASV2922"	0	0	0	0	0	0	0	0	0	0	0	0	25	13	28	34	0	0	0	0	25	49	36	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2923"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2924"	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0
"ASV2927"	0	46	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	43	38	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2928"	0	32	39	58	0	0	0	0	0	0	0	0	0	0	0	0	34	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2929"	0	0	0	32	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	31	0	0	34	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0
"ASV2933"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	39	95	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2934"	68	0	0	0	0	0	0	0	0	0	0	0	0	0	38	75	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
"ASV2935"	44	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	48	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2936"	40	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	48	0	0	0	0	0
"ASV2937"	0	0	33	0	0	0	0	0	0	0	0	0	31	0	0	0	0	45	78	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2938"	0	0	0	43	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	61	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2939"	0	0	0	23	0	0	0	0	0	28	0	36	0	0	0	0	0	0	0	0	0	35	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2940"	0	0	0	0	0	48	0	0	0	28	0	0	0	19	0	18	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0
"ASV2941"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	133	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2942"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2943"	91	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0
"ASV2945"	54	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
"ASV2946"	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2949"	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0
"ASV2950"	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	14	19	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2951"	0	0	0	0	0	0	0	0	0	0	0	0	0	30	67	0	0	0	0	0	0	0	82	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2952"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	28	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	24	33	0	0	0	0	0	0	0	0
"ASV2953"	49	40	0	50	0	0	0	0	0	0	0	0	0	0	0	0	27	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2955"	0	13	0	0	0	0	0	0	0	0	0	0	19	0	0	16	36	17	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
"ASV2956"	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2958"	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	89	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2959"	0	0	0	0	0	26	0	27	0	0	0	0	0	0	0	0	0	74	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2960"	0	0	0	0	0	0	0	0	0	0	0	0	36	45	24	55	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2961"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	50	50	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2963"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	66	56	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2964"	71	0	0	111	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2965"	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	73	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
"ASV2966"	0	0	0	0	0	0	0	0	0	0	0	0	16	23	14	20	0	20	0	0	0	76	27	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2967"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	111	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2970"	61	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2971"	60	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	84	0	0	13	0	0	0	0	0	0	19	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2972"	44	42	0	40	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2974"	0	0	0	75	0	0	0	0	0	0	0	0	0	25	0	0	0	0	63	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
"ASV2976"	0	0	0	0	0	0	0	0	0	0	0	0	43	30	0	41	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2977"	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	56	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2979"	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
"ASV2980"	141	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2981"	52	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2982"	0	45	54	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2983"	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	45	27	0	0	0	23	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
"ASV2984"	0	0	0	0	0	0	0	0	0	0	0	0	125	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2985"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	34	0	66	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2986"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2988"	94	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2990"	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
"ASV2991"	0	48	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	32	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
"ASV2992"	0	0	25	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	44	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	35
"ASV2994"	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	32	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2995"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	73	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2996"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	72	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2997"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0
"ASV2998"	99	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2999"	57	0	63	56	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3000"	0	30	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3002"	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3004"	0	0	0	0	0	0	0	0	0	0	0	0	30	0	26	60	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3005"	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	69	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	54	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3008"	58	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3010"	0	0	36	52	0	0	0	0	0	0	0	0	0	0	0	0	41	23	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3012"	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3013"	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	48	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3014"	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	59	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3015"	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	43	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3016"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	30	55	55	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3017"	0	0	14	0	0	0	0	16	0	13	0	47	0	0	0	0	0	0	23	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	27	40
"ASV3018"	0	0	0	29	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	56	0	35	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3019"	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	65	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3020"	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	85	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3021"	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	94	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3022"	0	0	0	0	0	0	0	0	0	0	0	0	25	0	75	0	0	0	0	0	28	67	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3023"	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	96	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3024"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	63	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3025"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	3	0	0	0	22	0	0	36	59	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3026"	110	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
"ASV3029"	28	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	19	20	33	0	17	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3030"	0	0	74	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3032"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	76	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3033"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	104	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3035"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3036"	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	33	0	0	0	0	0	29	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3037"	56	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3038"	44	36	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3039"	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3040"	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0
"ASV3042"	0	0	0	30	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	61	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3043"	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	40	0	0	0	0	0	0	0	0	0	0	47	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3045"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	30	0	38	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
"ASV3046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	96	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3047"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	112	0	0	0	0	0	0	0	0
"ASV3048"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3049"	57	100	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3052"	0	53	36	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	47	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3053"	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0
"ASV3054"	0	0	46	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	42	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3055"	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
"ASV3056"	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	42	0	0	0	0	24	0	51	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3057"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	102	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3058"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3059"	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	5
"ASV3061"	0	0	62	35	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3062"	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3064"	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	41	0	0	0	0	0	0	0	0	31	0	0	0	0	0	21	0	57	0	0	0	0	0	0	0	0
"ASV3065"	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	16	0	49	0	0	0	0	0	12	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
"ASV3066"	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	83	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3067"	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	40	0	0	0	0	0	0	0	0
"ASV3069"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	54	0	0	0	0	0	94	0	20	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3071"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	55	46	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3073"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3074"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
"ASV3075"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3076"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	71	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0
"ASV3077"	58	0	0	25	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0
"ASV3080"	0	0	0	0	0	0	0	0	57	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0
"ASV3082"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	14	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0
"ASV3083"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0
"ASV3084"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	41	0	52	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3086"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3087"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	65	0	47	0	0	0	0
"ASV3088"	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
